codigo_de_osinergmin,grifo_distancia,distancia,distancia_min,razon_social,distrito,direccion,bandera,coordenadas
18289,116243,0.1514939781850382,0.1514939781850382,GASBRA S.A.C.,LA VICTORIA,AV. PASEO DE LA REPUBLICA ESQUINA CON AV. ISABEL LA CATOLICA,PECSA,"-12.070411, -77.031148"
116243,18289,0.1514939781850382,0.1514939781850382,CENTROGAS IQUITOS S.A.C.,LA VICTORIA,"AV. IQUITOS 967-969,973-979,983-989-993-997-999 Y AV. ISABEL LA CATÓLICA 201-203,221-229,233",PRIMAX,"-12.070201, -77.029773"
15219,15223,0.15270185876615527,0.15270185876615527,JAIME OLIVER S.A.C.,JESUS MARIA,ESQUINA AV. SALAVERRY Y AV. CUBA,REPSOL,"-12.075134, -77.041805"
15223,15219,0.15270185876615527,0.15270185876615527,JAIME OLIVER S.A.C.,JESUS MARIA,AV. SALAVERRY ESQ. AV. MARIATEGUI,REPSOL,"-12.076514, -77.041838"
8224,21052,0.15865443649381492,0.15865443649381492,REPSOL COMERCIAL S.A.C.,BREÑA,ESQ. AV. ZORRITOS Y AV. TINGO MARIA,REPSOL,"-12.049292, -77.05362"
19952,19951,0.16559068690457387,0.16559068690457387,SERVICENTRO TITI S.A.C.,LA VICTORIA,ESQUINA DE AV. SAN LUIS CON PABLO PATRÓN  120 URB. SAN PABLO,REPSOL,"-12.070859, -77.003376"
31927,116243,0.16668681763244061,0.16668681763244061,REPSOL COMERCIAL S.A.C.,LA VICTORIA,AV. IQUITOS N° 1100. ESQUINA CON JIRON ITALIA N° 100,REPSOL,"-12.071697, -77.029956"
9515,19945,0.16881740616269592,0.16881740616269592,SERVICENTRO SHALOM S.A.C.,LIMA,AV. NACIONES UNIDAS 1222. ESQUINA CON JR. ALEMANIA,PETROPERU,"-12.049312, -77.059888"
19945,9515,0.16881740616269592,0.16881740616269592,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,LIMA,AV. OSCAR R. BENAVIDES N° 1380,PECSA,"-12.047819, -77.059567"
20982,45240,0.17344410816119946,0.17344410816119946,ESTACION DE SERVICIOS LOS OLIVOS S. A. C.,LOS OLIVOS,"AV. UNIVERSITARIA CDRA. 51, ESQUINA CON CALLE A",PRIMAX,"-11.975988, -77.077122"
45240,20982,0.17344410816119946,0.17344410816119946,ESTACION DE SERVICIOS GRIFO SANTA EULALIA S.R.L.,LOS OLIVOS,"AV. UNIVERSITARIA ESQUINA CON LA AV. NARANJAL, MANZANA A, LOTES 1, 2, 3, 4, 5, 23, 24, 25 Y 26 DEL A. H. 19 DE MAYO",PRIMAX,"-11.977387, -77.077841"
9484,116243,0.1736411970522239,0.1736411970522239,ENERGIGAS S.A.C.,LA VICTORIA,"AV. MANCO CAPAC N° 993, ESQUINA CON AV. ISABEL LA CATOLICA",INDEPENDIENTE,"-12.070018, -77.028189"
6870,16806,0.17488148539781967,0.17488148539781967,EMPRESA GRUPO QUINTO S.A.,LOS OLIVOS,ESQ. AV. UNIVERSITARIA Y AV. CARLOS ALBERTO IZAGUIRRE,REPSOL,"-11.991006, -77.081188"
16806,6870,0.17488148539781967,0.17488148539781967,EMPRESA DE TRANSPORTES E IMPORTACIONES Y SERVICIOS  S.A.,LOS OLIVOS,"AV UNIVERSITARIA ESQ. CARLOS IZAGUIRRE, MZ. A LOTES 1 2 3 Y 4 ASOCIACION DE VIVIENDA SAN JUAN DE DIOS",PETROPERU,"-11.992282, -77.082136"
6961,19953,0.1749968365763708,0.1749968365763708,PEBSA COMBUSTIBLES S.A.,LA VICTORIA,AV. BAUZATE Y MEZA N°. 1387 .ESQ. JR. GARIBALDI,INDEPENDIENTE,"-12.062844, -77.016961"
8035,87554,0.1761408646388576,0.1761408646388576,BRATA S.R.LTDA.,SAN BORJA,AV. JAVIER PRADO ESTE N° 3095 ESQUINA CON AV. AGUSTÍN DE LA ROSA TORO URB. JACARANDA II,REPSOL,"-12.085991, -76.99314"
87554,8035,0.1761408646388576,0.1761408646388576,REPSOL COMERCIAL S.A.C.,SAN BORJA,AV. JAVIER PRADO ESTE Nº 3160,REPSOL,"-12.086876, -76.991795"
17904,19942,0.1792587376549941,0.1792587376549941,NEGOCIACION OLIMPO S.A.,ATE,"AV. SEPARADORA INDUSTRIAL MZ. A, LTS. 32,35 URB. OLIMPO",PETROPERU,"-12.072179, -76.981323"
19942,17904,0.1792587376549941,0.1792587376549941,ESTACION DE SERVICIO HORNA S.R.L.,ATE,ESQ. AV. SEPARADORA INDUSTRIAL N° 809,INDEPENDIENTE,"-12.071415, -76.982775"
14646,18830,0.18238097996440067,0.18238097996440067,COESTI S.A.,JESUS MARIA,AV. FAUSTINO SANCHEZ CARRION Nº 471 ESQUINA CON JR. ESTADOS UNIDOS,PRIMAX,"-12.089059, -77.058778"
18830,14646,0.18238097996440067,0.18238097996440067,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,MAGDALENA DEL MAR,"AV. FAUSTINO SANCHEZ CARRION, ESQUINA CON AV. JUAN DE ALIAGA",PECSA,"-12.090321, -77.0577"
19944,62240,0.18657761316412244,0.18657761316412244,REPSOL COMERCIAL S.A.C.,BREÑA,AV. REPUBLICA DE VENEZUELA N° 1315,REPSOL,"-12.055631, -77.052621"
62240,19944,0.18657761316412244,0.18657761316412244,ADMINISTRADORA DE SERVICIOS Y ASOCIADOS S.A.C.,BREÑA,AV. ARICA N° 1301,INDEPENDIENTE,"-12.056514, -77.054081"
18401,15206,0.1932472926711282,0.1932472926711282,GASOLINERAS  S.A.C.,LIMA,AV. 28 DE JULIO 159. ESQUINA CON AV. BRASIL,PETROPERU,"-12.064965, -77.045032"
7524,104494,0.1932922517661212,0.1932922517661212,LUBRIGAS S.R.LTDA.,ATE,CARRETERA CENTRAL KM. 2.5. LOTE 6-A1,PRIMAX,"-12.050743, -76.954605"
104494,7524,0.1932922517661212,0.1932922517661212,DELTA ATE E.I.R.L.,ATE,"AV. NICOLAS AYLLON Nº 3620, CARRETERA CENTRAL ESQUINA CON AV. ATE",PETROPERU,"-12.050044, -76.952978"
6826,20129,0.1934418586056826,0.1934418586056826,REPSOL COMERCIAL S.A.C,LA MOLINA,AV. RAUL FERRERO N° 1313B CON CALLE LAS RETAMAS URB. LOS SIRIUS I ETAPA,REPSOL,"-12.090971, -76.95119"
20129,6826,0.1934418586056826,0.1934418586056826,COESTI S.A.,LA MOLINA,ESQ. AV. RAUL FERRERO CON AV. ALAMEDA DEL CORREGIDOR,PRIMAX,"-12.091826, -76.95274"
16817,38655,0.1949541415089279,0.1949541415089279,ESTACION DE SERVICIOS MONTE EVEREST S.A.C.,SURQUILLO,"AV. AVIACION N° 4269,4285 Y CALLE CLARA BARTON N° 121",INDEPENDIENTE,"-12.11791, -76.998395"
38655,16817,0.1949541415089279,0.1949541415089279,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,SURQUILLO,AV. AVIACION N° 4524 ESQUINA CON LA AV. VILLARAN,PECSA,"-12.119663, -76.998579"
6824,16439,0.1962164433923104,0.1962164433923104,REPSOL COMERCIAL S.A.C.,ATE,AV. LA MOLINA N° 448,REPSOL,"-12.061904, -76.961584"
16439,6824,0.1962164433923104,0.1962164433923104,GAS ESCORPIO S.R.L.,ATE,"AV. LA MOLINA N° 377-397, PARCELA SEMIRUSTICA LA MOLINA, MZ. D, PARCELA 4",INDEPENDIENTE,"-12.060137, -76.961741"
9329,18550,0.20152299873812335,0.20152299873812335,SERVICENTRO LA ALAMEDA S.A.C.,CHORRILLOS,AV. ALAMEDA SUR  ESQ. ON CALLE LOS KEROS  MZ. Q LTE. 11  URB. SAN JUAN BAUTISTA DE VILLA,PECSA,"-12.194999, -77.009416"
18550,9329,0.20152299873812335,0.20152299873812335,REPSOL COMERCIAL S.A.C.,CHORRILLOS,"AV. ALAMEDA SUR INTERSECCION CON LA AV. SAN MARCOS TERCERA ETAPA, SECTOR 2, MZ. C3-1 LT.1",REPSOL,"-12.196624, -77.010253"
9087,39783,0.2062145750009309,0.2062145750009309,ASESORIA COMERCIAL S.A.,PUEBLO LIBRE,AV. SUCRE N° 1070,PRIMAX,"-12.081322, -77.066619"
39783,9087,0.2062145750009309,0.2062145750009309,ENERGIGAS S.A.C.,PUEBLO LIBRE,"AV. LA MARINA N° 589, ESQUINA CON AV. SUCRE N° 1201-1203",INDEPENDIENTE,"-12.083074, -77.067266"
6957,89061,0.21010045150067133,0.21010045150067133,COESTI S.A.,SAN MIGUEL,AV. LA MARINA N° 2001 ESQ. CON UNIVERSITARIA,PRIMAX,"-12.07874, -77.081999"
89061,6957,0.21010045150067133,0.21010045150067133,GAS POINT S.A.C,PUEBLO LIBRE,AV. UNIVERSITARIA ESQ. CON CALLE NN1,INDEPENDIENTE,"-12.077304, -77.080736"
7170,18872,0.21694678435144088,0.21694678435144088,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,LIMA,AV. COLONIAL N° 300 (ANTES AV. OSCAR R. BENAVIDES) ESQUINA CON JR. ASCOPE,PECSA,"-12.046357, -77.045781"
18872,7170,0.21694678435144088,0.21694678435144088,REPSOL COMERCIAL S.A.C.,LIMA,"AV. COLONIAL N° 140, 160, 164, 178, ESQUINA CON JR. HUAROCHIRI N° 591",REPSOL,"-12.046282, -77.04379"
9220,18351,0.22749652513471708,0.22749652513471708,REPSOL COMERCIAL S.A.C,SURQUILLO,AV. ANDRES ARAMBURU N 904 - 908,REPSOL,"-12.102437, -77.020971"
18351,9220,0.22749652513471708,0.22749652513471708,ASESORIA COMERCIAL S.A.,SAN ISIDRO,AV REPUBLICA DE PANAMA  3690-3696,PRIMAX,"-12.101517, -77.019102"
16781,19948,0.22808571017163667,0.22808571017163667,CIRILA SIMEONA RIVERA CACERES,EL AGUSTINO,"AA. HH. VICENTELO BAJO, COMITE 3, MZ. G (PISTA AUXILIAR VIA EVITAMIENTO - PUENTE PEDRO HUILCA)",INDEPENDIENTE,"-12.029552, -77.000731"
19948,16781,0.22808571017163667,0.22808571017163667,REPSOL COMERCIAL S.A.C.,EL AGUSTINO,AV. PRIMERO DE MAYO N° 3090,REPSOL,"-12.029689, -76.998641"
6914,18533,0.23129907377286438,0.23129907377286438,GRIFO DENNIS S.A.C.,INDEPENDENCIA,AV. CHINCHAYSUYO 315. ESQ. CON CALLE UNO,PRIMAX,"-11.978653, -77.054476"
18533,6914,0.23129907377286438,0.23129907377286438,PEREGRINA TRONCOS ABAD VDA. DE GALVEZ,INDEPENDENCIA,"AV. CHINCHAYSUYO Nº 402 - 404, URB. TAHUANTINSUYO",PETROPERU,"-11.978391, -77.052369"
7058,19968,0.23131295305170468,0.23131295305170468,INVERSIONES PICORP S.A.C.,RIMAC,JR. VIRU Nº 606,PRIMAX,"-12.038018, -77.035457"
19968,7058,0.23131295305170468,0.23131295305170468,JOSCHAM S.A.C.,RIMAC,"AV. LOS PROCERES Nº 199 - 199A, ESQUINA CON JR. GAMARRA",PETROPERU,"-12.036799, -77.037183"
8258,9080,0.23258985388510497,0.23258985388510497,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,LINCE,AV. AREQUIPA N° 1890 ESQUINA CON AV. JOSE PARDO DE ZELA,PECSA,"-12.083405, -77.034879"
9080,8258,0.23258985388510497,0.23258985388510497,SOCIEDAD ROALEZ S.A.C.,LINCE,AV. ARENALES Nº 1700,PETROPERU,"-12.081732, -77.036173"
7089,7524,0.23377111583814017,0.23377111583814017,ESTACION CORMAR S.A.,ATE,AV. CARRETERA CENTRAL S/N KM. 2.5 VITARTE ESQ. AV. INGENIEROS URB. BUENOS AMIGOS,PECSA,"-12.051623, -76.956557"
38192,9039,0.23421458003146103,0.23421458003146103,CONSORCIO KINZUKO S.A.C.,SAN MARTIN DE PORRES,"AV. CANTA CALLAO -  MZ. J, LT. 16, 17, 18 Y 19. URB LAS BRISAS",REPSOL,"-11.985445, -77.100649"
8583,44240,0.2343898448958456,0.2343898448958456,PETROSUR S.A.C.,VILLA EL SALVADOR,CARRETERA PANAMERICANA SUR KM. 19.5,PECSA,"-12.223294, -76.974731"
44240,8583,0.2343898448958456,0.2343898448958456,TERMINAL TERRESTRE ICA S.A.,VILLA EL SALVADOR,CARRETERA PANAMERICANA SUR KM 19.8,INDEPENDIENTE,"-12.224563, -76.973006"
18883,16622,0.23542800526317603,0.23542800526317603,REPSOL COMERCIAL S.A.C,PUEBLO LIBRE,"AV. BOLIVAR N° 330, ESQ. AV. DEL RIO",REPSOL,"-12.073267, -77.055798"
6780,19984,0.23902724340083434,0.23902724340083434,ASESORIA COMERCIAL S.A.,SAN MIGUEL,AV. ELMER FAUCETT NO. 384,PRIMAX,"-12.067113, -77.097138"
19984,6780,0.23902724340083434,0.23902724340083434,REPSOL COMERCIAL S.A.C.,SAN MIGUEL,AV. ELMER FAUCETT N° 477-481 URB. MARANGA,REPSOL,"-12.064982, -77.097501"
8935,116829,0.25264761355405885,0.25264761355405885,CARLOS ARMANDO PALACIOS GAMARRA,ATE,CARRETERA CENTRAL KM. 14.5,INDEPENDIENTE,"-12.006655, -76.850352"
116829,8935,0.25264761355405885,0.25264761355405885,SERVICIOS MULTIPLES Y TRANSPORTES W.W.C. S.R.L.,ATE,CARRETERA CENTRAL KM 14.800 ESQUINA  CON AV. GLORIA,PECSA,"-12.007072, -76.852633"
8518,63899,0.2532086764581393,0.2532086764581393,CHIE S.A.C.,BREÑA,"JR. ORBEGOZO Nº 300, ESQUINA CON JR. HUARAZ",INDEPENDIENTE,"-12.066218, -77.05041"
63899,8518,0.2532086764581393,0.2532086764581393,CORPORACION LUMAR S.A.C,BREÑA,JR. HUARAZ N° 1484 - 1494 ESQUINA CON JR. RESTAURACION,INDEPENDIENTE,"-12.064626, -77.048739"
16723,6824,0.25464794840026406,0.25464794840026406,SERVICENTRO SMILE S.A.,ATE,"CALLE LOS ORFEBREROS N° 129, URB. INDUSTRIAL EL ARTESANO",PETROPERU,"-12.063466, -76.963302"
7039,16670,0.25495259945903337,0.25495259945903337,REPSOL COMERCIAL S.A.C.,MIRAFLORES,AV. ANGAMOS OESTE N° 1685,REPSOL,"-12.110759, -77.046337"
16670,7039,0.25495259945903337,0.25495259945903337,VELDI S.A,MIRAFLORES,INTERSECCION DE LA AV. GENERAL CORDOVA N° 1025 Y AV. HIPOLITO UNANUE N° 370.,PRIMAX,"-12.109508, -77.048304"
7955,6957,0.25524529185545386,0.25524529185545386,COESTI S.A.,SAN MIGUEL,AV. LA MARINA N° 2185  (AV. LA MARINA INT. AV. RIVA AGUERO Y CALLE 39),PRIMAX,"-12.078484, -77.084329"
18825,94684,0.26122107003762146,0.26122107003762146,GRIFO VICTORIA E.I.R.L.,BREÑA,JR. JORGE CHAVEZ 1087 ESQ. JR. OLMEDO N° 498,INDEPENDIENTE,"-12.060024, -77.048268"
7322,88618,0.26399639819640663,0.26399639819640663,TRANSPORTES Y SERVICIOS SANTA CRUZ  S.A.,INDEPENDENCIA,AV NARANJAL N° 299 URB NARANJAL,INDEPENDIENTE,"-11.977389, -77.062688"
7041,41547,0.26792215302571515,0.26792215302571515,REPSOL COMERCIAL S.A.C.,SANTIAGO DE SURCO,AV. ROOSELVELT Y  PARQUE ALTO CDRA 6,REPSOL,"-12.146677, -77.009386"
41547,7041,0.26792215302571515,0.26792215302571515,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,SANTIAGO DE SURCO,"AV. JORGE CHAVEZ N° 870 - 877, ESQ. AV. ROOSVELT",PECSA,"-12.146824, -77.011843"
8268,14682,0.26954365837126515,0.26954365837126515,INVERSIONES Y COMERCIALIZACION MAKA S.A.,LA MOLINA,"AV. LOS FRUTALES N° 994, ESQUINA ARCOS DE LA FRONTERA",PRIMAX,"-12.072955, -76.96488"
14682,8268,0.26954365837126515,0.26954365837126515,REPSOL COMERCIAL S.A.C.,LA MOLINA,AV. JAVIER PRADO ESTE N° 5313 CON AV. LOS FRUTALES,REPSOL,"-12.075131, -76.963766"
16796,21036,0.27203180612614153,0.27203180612614153,PETRO EXPLORIUM S.A.C.,CHORRILLOS,LOTE N° 08 MZ. M URB. LA CAMPIÑA 3ERA ETAPA,REPSOL,"-12.179755, -76.998033"
6898,14725,0.27205177639757466,0.27205177639757466,SERVICENTRO GREEN PLACE S.A.C.,SAN MARTIN DE PORRES,AV. PERU N° 3398,PECSA,"-12.030892, -77.083671"
14725,6898,0.27205177639757466,0.27205177639757466,KYT S.A.C,SAN MARTIN DE PORRES,AV. PERU N° 3207 ANTES ESQUINA DE CAMANA CON AV. PERU,REPSOL,"-12.031615, -77.081283"
6752,9511,0.2739862869193782,0.2739862869193782,INVERSIONES HUANDOY S.R.L.,SAN MARTIN DE PORRES,LT. 23 DE LA MANZANA N2 - II ETAPA URB. LOS NARANJOS,INDEPENDIENTE,"-11.976618, -77.084014"
9511,6752,0.2739862869193782,0.2739862869193782,ESTACION DE SERVICIOS OTOÑO S.A.C.,LOS OLIVOS,"AV. LOS PROCERES MZ. A LOTES 39,40. AA.HH. LOS JAZMINES",PRIMAX,"-11.979094, -77.084077"
18307,9622,0.27521980539000573,0.27521980539000573,APOLLOS MARKET S.A.C.,LINCE,AV. PROLONGACION IQUITOS CDRA. 25 S/N.,INDEPENDIENTE,"-12.089008, -77.029365"
17859,34671,0.27628110316121496,0.27628110316121496,MERRILL PERU ENTERPRISES S.A.C.,LA VICTORIA,"JR. ABTAO N° 784, ESQ. CON JR. HIPOLITO UNANUE",PRIMAX,"-12.066186, -77.022546"
7417,9484,0.281341887694703,0.281341887694703,IMPORTACIONES DIANA S.A,LA VICTORIA,AV. ISABEL LA CATOLICA N° 690 ESQUINA CON CALLE ANDAHUAYLAS,PETROPERU,"-12.069944, -77.025606"
8705,37610,0.28464338976143627,0.28464338976143627,PROCESADORA Y OPERADORA DE COMBUSTIBLES DEL PERU S.A.C.,LIMA,AV. MARISCAL OSCAR R. BENAVIDES N° 1623 - 1657,INDEPENDIENTE,"-12.048627, -77.06249"
37610,8705,0.28464338976143627,0.28464338976143627,REPSOL COMERCIAL S.A.C.,LIMA,AV. COLONIAL N° 1817 - 1821,REPSOL,"-12.048818, -77.065097"
6746,21557,0.2867002799942388,0.2867002799942388,CORPORACION VISTA ALEGRE S.A.C.,ATE,AV. NICOLAS AYLLON 4706 (LOTE A - FUNDO VISTA ALEGRE),PRIMAX,"-12.037623, -76.931151"
21557,6746,0.2867002799942388,0.2867002799942388,GRIFO PARQUE INDUSTRIAL EL ASESOR S.A.C.,ATE,ESQUINA AV. C Y CALLE 5 PARQUE INDUSTRIAL EL ASESOR,PETROPERU,"-12.038257, -76.933704"
17907,8935,0.28740330619636684,0.28740330619636684,ECAMEL S.A.C.,ATE,CARRETERA CENTRAL KM. 15.1,INDEPENDIENTE,"-12.006161, -76.847761"
8479,8586,0.287463484140957,0.287463484140957,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,SAN MIGUEL,"AV. LA PAZ 1200, ESQUINA CALLE FRANCISCO DE ZELA",PECSA,"-12.085121, -77.093773"
8586,8479,0.287463484140957,0.287463484140957,COESTI S.A.,SAN MIGUEL,AV. LA PAZ N° 915. ESQ. CON CALLE INCLAN,PRIMAX,"-12.086534, -77.091557"
7004,45439,0.287558653076062,0.287558653076062,INVERSIONES OCTANO S.A.,LA VICTORIA,JR. LUNA PIZARRO N° 696,REPSOL,"-12.066877, -77.027397"
45439,7004,0.287558653076062,0.287558653076062,MERRILL PERU ENTERPRISES S.A.C.,LA VICTORIA,AV. JAIME BAUZATE Y MEZA N° 564-568,PRIMAX,"-12.064357, -77.026749"
82159,121126,0.28772087213351616,0.28772087213351616,INVERSIONES PACO HUAYCAN S.A.C.,ATE,"AV. ANDRES AVELINO CACERES LOTE 9-10, MZ.P, AA. HH. HUAYCAN",INDEPENDIENTE,"-12.016467, -76.816936"
121126,82159,0.28772087213351616,0.28772087213351616,INVERSIONES HM SEÑOR DE MURUHUAY SAC,ATE,"AV. ANDRES AVELINO CACERES LT 15, ZONA H,  PJ PROYECTO ESPECIAL HUAYCAN",INDEPENDIENTE,"-12.017948, -76.814764"
9635,18822,0.2883163038806711,0.2883163038806711,GRIFOSA S.A.C.,LIMA,AV. OSCAR R. BENAVIDES NO. 2398,PETROPERU,"-12.048951, -77.071758"
18822,9635,0.2883163038806711,0.2883163038806711,REPSOL COMERCIAL S.A.C.,LIMA,AV. REPUBLICA DE ARGENTINA N° 2501 ¿ 2505 CON JR. LEONARDO ARRIETA N° 760 - 786,REPSOL,"-12.046469, -77.072566"
16616,21031,0.2900249100670404,0.2900249100670404,COESTI S.A.,CHORRILLOS,ESQ. DE LA AV. DEFENSORES DEL MORRO N° 360 CON LA AV. ALFONSO UGARTE,PRIMAX,"-12.168021, -77.025747"
21031,16616,0.2900249100670404,0.2900249100670404,GRIFO SAN IGNACIO S.A.C.,CHORRILLOS,ESQ. AV. HUAYLAS N° 600 CON JR. JUSTO NAVEDA N° 121,REPSOL,"-12.169908, -77.023897"
15207,16645,0.2932875274276597,0.2932875274276597,COESTI S.A.,SAN BORJA,ESQ. DE LA AV. SAN LUIS N° 2605 CON SAN BORJA SUR,PRIMAX,"-12.10087, -76.994562"
16645,15207,0.2932875274276597,0.2932875274276597,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,SAN BORJA,AV. SAN LUIS Nº 2480,PECSA,"-12.098289, -76.995178"
6781,8258,0.29583664565598566,0.29583664565598566,ASESORIA COMERCIAL S.A.,LINCE,AV. ARENALES N° 2100,PRIMAX,"-12.086005, -77.035515"
40709,6824,0.29751980648000054,0.29751980648000054,COESTI S.A.,LA MOLINA,"AV. LA MOLINA Nº 580, ESQ. CON LA CALLE LAS MANDARINAS",PRIMAX,"-12.064314, -76.960371"
6788,8887,0.2978516462930593,0.2978516462930593,REPSOL COMERCIAL S.A.C,SURQUILLO,AV. REPUBLICA DE PANAMA N° 4101 ESQ. AV. TOMAS MARSANO,REPSOL,"-12.105772, -77.01842"
8887,6788,0.2978516462930593,0.2978516462930593,ESTACION DE SERVICIOS MASUR S.A.C.,SURQUILLO,AV. REPUBLICA DE PANAMA 4361-4395 ESQUINA CON JR. SALAVERRY,REPSOL,"-12.108463, -77.018329"
8101,8336,0.2979436768032492,0.2979436768032492,REPSOL COMERCIAL S.A.C.,LA VICTORIA,AV. JAVIER PRADO ESTE Nº 1099 INTER. CON LA AV. NICOLAS ARRIOLA,REPSOL,"-12.089763, -77.017714"
8336,8101,0.2979436768032492,0.2979436768032492,COESTI S.A.,LA VICTORIA,AV. JAVIER PRADO ESTE N° 1059,PRIMAX,"-12.090078, -77.020432"
130775,8479,0.29856781056855886,0.29856781056855886,ESTACION DE SERVICIOS GAMARRA S.A.C.,SAN MIGUEL,"AV. LA PAZ Y CALLE GRAN MARISCAL AGUSTIN GAMARRA MESSIA (ANTES JIRON) DENOMINADO LOTE 246, SUBLOTE A,B,C Y D DE LA MZ. 14 URBANIZACIÓN MIRAMAR",PECSA,"-12.083928, -77.096233"
8698,20982,0.2993408331678622,0.2993408331678622,C & E GRIFOS S.A.C.,LOS OLIVOS,"AV.UNIVERSITARIA NORTE CUADRA 53, MZ. P,LOTES 1,2,3,4,39,40,41 Y 42",REPSOL,"-11.973352, -77.076501"
7010,18869,0.30083261955100205,0.30083261955100205,GUIDO JAIME ARIAS VICUÑA,LA VICTORIA,AV. MEXICO N° 1291-1295 ESQUINA CON JR. PARINACOCHAS,REPSOL,"-12.073122, -77.016667"
18869,7010,0.30083261955100205,0.30083261955100205,SERVICENTRO Y AFINES LAS AMERICAS E.I.R.L.,LA VICTORIA,AV. LAS AMERICAS ESQUINA AV. PARINACOCHAS N° 1683,PETROPERU,"-12.075838, -77.016528"
16737,6880,0.3009844190920627,0.3009844190920627,INVERSIONES EL PIBE S.A.C.,SAN MARTIN DE PORRES,"AV. TOMAS VALLE MZ. I, LOTE 9 - A, URB. SAN PEDRO DE GARAGAY",PECSA,"-12.013324, -77.082769"
7042,9012,0.3010280545541204,0.3010280545541204,REPSOL COMERCIAL S.A.C,SAN ISIDRO,"AV. DOS DE MAYO  1340 - 1380, URB. RISSO",REPSOL,"-12.092135, -77.044943"
9012,7042,0.3010280545541204,0.3010280545541204,WO S.A.,SAN ISIDRO,AV. GUILLERMO PRESCOTT Nº 202 ESQ. CALLE BARCELONA,REPSOL,"-12.091332, -77.047585"
21397,42387,0.30841766785332114,0.30841766785332114,NESTOR SALCEDO GUEVARA,ATE,CARRETERA CENTRAL KM. 16.50,INDEPENDIENTE,"-12.000824, -76.839451"
42387,21397,0.30841766785332114,0.30841766785332114,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,ATE,"CARRETERA CENTRAL KM. 16 (AV. NICOLAS AYLLON S/N, MZ. A, LOTE 1, PROGRAMA DE VIVIENDA LAS PRADERAS)",PECSA,"-12.002236, -76.841893"
6765,9537,0.3093894971926369,0.3093894971926369,COESTI S.A.,SAN ISIDRO,AV. REPUBLICA DE COLOMBIA N 105-109,PRIMAX,"-12.098737, -77.032165"
