codigo_de_osinergmin,grifo_distancia,distancia,distancia_min,razon_social,distrito,direccion,bandera,coordenadas
9537,6765,0.3093894971926369,0.3093894971926369,GRIFO DENNIS S.A.C.,SAN ISIDRO,AV. PETIT THOUARS N° 3929,PRIMAX,"-12.101167, -77.030758"
7768,45081,0.3100585823349041,0.3100585823349041,COMERCIALIZADORA E IMPORTADORA JOSE OLAYA S.A.,SANTA ANITA,"AV. LOS CHANCAS 502 - 504, COOPERATIVA ANDAHUAYLAS",PETROPERU,"-12.038344, -76.964957"
45081,7768,0.3100585823349041,0.3100585823349041,FLORENCIA SOTO LOARDO,SANTA ANITA,AV. LOS CHANCAS CON CALLE N° 8. LOTE 26-27. ASOCIACIÓN DE VIVIENDA LOS PINOS,PRIMAX,"-12.036958, -76.962482"
96681,21397,0.31208204624200947,0.31208204624200947,EMPRESA DE SERVICIOS Y TRANSPORTES EL NEGRO E.I.R.L.,ATE,"MZ A LT 1,2,3,4,5 Y 6 DEL PROGRAMA DE VIVIENDA Y COMERCIO LAS PRADERAS DE PARIACHI",PECSA,"-11.999097, -76.837185"
14715,85698,0.3160650761388495,0.3160650761388495,MIDAS GAS S.A.,SAN LUIS,AV. NICOLAS ARRIOLA N° 3191,INDEPENDIENTE,"-12.064706, -76.990384"
6783,8101,0.31724107822294706,0.31724107822294706,ASESORIA COMERCIAL S.A.,LA VICTORIA,AV. NICOLAS ARRIOLA N° 295. URB. SANTA CATALINA,PRIMAX,"-12.087193, -77.016421"
19982,6870,0.31843177351483687,0.31843177351483687,REPSOL COMERCIAL S.A.C.,SAN MARTIN DE PORRES,AV. UNIVERSITARIA NORTE N° 2901,REPSOL,"-11.988129, -77.081092"
40437,83004,0.3243505936525461,0.3243505936525461,GRUPO ALMONACID S.A.C.,LOS OLIVOS,"AV. LOS PROCERES MZ . NN-2, LOTES 1-6 URB. PUERTA DE PRO 2DA ETAPA",REPSOL,"-11.946136, -77.077449"
83004,40437,0.3243505936525461,0.3243505936525461,ADA PEREGRINA GALVEZ TRONCOS,LOS OLIVOS,ESQUINA AV. PROCERES Y AV. PORTALES. MZ. V-4. LOTE 66. URB. PRO,PETROPERU,"-11.943204, -77.077429"
19966,39783,0.32460346705514265,0.32460346705514265,GRIFO SAN IGNACIO S.A.C.,PUEBLO LIBRE,"AV. LA MARINA N° 325, ESQ. JR. TORRE TAGLE",REPSOL,"-12.08457, -77.064701"
42769,82460,0.3246050257970283,0.3246050257970283,REPSOL COMERCIAL S.A.C.,LIMA,"AV. NICOLAS DUEÑAS N° 606, 610, 616 (ANTES AV. NICOLAS DUEÑAS N° 590. CDRA 17 DE LA AV. ARGENTINA)",REPSOL,"-12.04225, -77.065836"
9146,100155,0.32483855136353845,0.32483855136353845,REPSOL COMERCIAL S.A.C,LA VICTORIA,AV. CANADA Nº 965 URBANIZACION SANTA CATALINA,REPSOL,"-12.08213, -77.016471"
15666,21032,0.3275676489074757,0.3275676489074757,BAC PETROL S.A.C.,CHORRILLOS,AV. GUARDIA CIVIL Nº 203. ESQUINA AV. LOS GORRIONES,REPSOL,"-12.184444, -77.006148"
21032,15666,0.3275676489074757,0.3275676489074757,COESTI S.A.,CHORRILLOS,AV. GUARDIA CIVIL NRO. 333,PRIMAX,"-12.183783, -77.003214"
15731,19989,0.330059846237135,0.330059846237135,ESTACION DE SERVICIOS BOLIVAR S.A.,SANTIAGO DE SURCO,AV. SANTIAGO DE SURCO Nº 4420,INDEPENDIENTE,"-12.141283, -76.992362"
19989,15731,0.330059846237135,0.330059846237135,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,SANTIAGO DE SURCO,AV. TOMAS MARSANO Nº 4080 ESQUINA CON AV. SURCO,PECSA,"-12.139049, -76.994372"
6792,6806,0.33232556920930517,0.33232556920930517,ESTACION DE SERVICIOS CORPAC S.A.,SAN ISIDRO,AV. ENRIQUE CANAVAL MOREYRA N° 202,PRIMAX,"-12.09708, -77.023794"
6806,6792,0.33232556920930517,0.33232556920930517,JOVEME S.A.C.,SAN ISIDRO,AV. REPUBLICA DE PANAMA CUADRA  32,REPSOL,"-12.096127, -77.020899"
7158,19955,0.33237581509748154,0.33237581509748154,RED DE COMBUSTIBLES LIQUIDOS S.A.C.,LA VICTORIA,AV. MEXICO Nº 2383 INTERSECCION CON JR. VIRREY LA SERNA,INDEPENDIENTE,"-12.065435, -77.004395"
19955,7158,0.33237581509748154,0.33237581509748154,BAC THOR S.A.C.,LA VICTORIA,"AV. NICOLAS AYLLON Nº 680, ESQ. CON AV. MEXICO",REPSOL,"-12.062916, -77.002731"
7709,40975,0.33546164010880053,0.33546164010880053,VILMA ROSA MELENDEZ PELAEZ,EL AGUSTINO,JR. SAN CARLOS N° 1881 INTERSECCION CON AV. ANCASH,INDEPENDIENTE,"-12.04064, -76.997898"
40975,7709,0.33546164010880053,0.33546164010880053,NEGOCIACIONES COMERCIALES SANTA OLGA S.A.C.,EL AGUSTINO,AV. JOSE CARLOS MARIATEGUI MZ. H LOTE 24-COOP. DE VIVIENDA HUANCAYO,PETROPERU,"-12.037685, -76.997206"
45492,83729,0.3356763324332206,0.3356763324332206,JUANA PONCE ZEGARRA,SAN MARTIN DE PORRES,"AV. TANTAMAYO (EX. AV. CHUQUITANTA) Y AV. PACASMAYO (EX. AV. ALEJANDRO BERTELLO), MZ. B LT. 1 Y 2. URB. SAN JUAN BAUTISTA",INDEPENDIENTE,"-11.9648, -77.092193"
83729,45492,0.3356763324332206,0.3356763324332206,PETROMIX S.A.C.,SAN MARTIN DE PORRES,"AV. TANTAMAYO ESQUINA CON AV. CENTRAL, MZ. A, LOTES 3 Y 4, PROGRAMA DE VIVIENDA RESIDENCIAL, 1RA ETAPA",PETROPERU,"-11.962229, -77.09383"
82985,88618,0.33984494614192157,0.33984494614192157,ALTAVIDDA GAS SAC,LOS OLIVOS,JR. LOS HORNOS Nº 149,INDEPENDIENTE,"-11.973999, -77.061006"
35251,15666,0.3416019912530519,0.3416019912530519,MOLIGRIFO S.A.C.,CHORRILLOS,"AV. DEFENSORES DEL MORRO (ANTES HUAYLAS) N° 2671. MZ. Z-1, LTS. 1, 2, 3, 4 Y 5. URB. SANTA LEONOR",REPSOL,"-12.183468, -77.009126"
16649,6765,0.34193622347480146,0.34193622347480146,ESTACIONES DE SERVICIO GASOLINAS DE AMERICA S.A.C.,SAN ISIDRO,AV. PETIT THOUARS Nº 3305 - 3307,INDEPENDIENTE,"-12.095718, -77.031491"
19980,132204,0.3470752846435942,0.3470752846435942,GAZEL PERU S.A.C.,SAN LUIS,AV. SAN JUAN N° 895,INDEPENDIENTE,"-12.075003, -77.001301"
15234,16670,0.34806630710984093,0.34806630710984093,REPSOL COMERCIAL S.A.C.,MIRAFLORES,AV. DEL EJERCITO N° 1295,REPSOL,"-12.110504, -77.051337"
21007,7089,0.3497951154603353,0.3497951154603353,SERVICENTRO LA MERCED S.A.C.,ATE,ESQ. AV. URUBAMBA CON AV. LOS INGENIEROS,PECSA,"-12.054551, -76.955344"
16756,82419,0.3526247661611559,0.3526247661611559,ESTACION DE SERVICIOS GRIFO MASTER S.R.L.,LOS OLIVOS,"AV. ALFREDO MENDIOLA ESQUINA CON CALLE 12, MANZANA E LOTES 05 AL 13 Y 16 AL 23 - ASOCIACION DE VIVIENDA RIO SANTA",PECSA,"-11.947111, -77.071378"
82419,16756,0.3526247661611559,0.3526247661611559,EDWIN RUDY ESPINOZA CASTRO,SAN MARTIN DE PORRES,AV. 25 DE ENERO (ANTES 22 DE AGOSTO) SUB LOTE 5A Y 5D. ESQUINA CALLE HACIENDA. URB. INFANTAS,REPSOL,"-11.945081, -77.068882"
19985,21006,0.35504022093368853,0.35504022093368853,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,SAN MIGUEL,AV. RAFAEL ESCARDO N° 250,PECSA,"-12.080649, -77.094731"
21006,19985,0.35504022093368853,0.35504022093368853,PETROCENTRO YULIA S.A.C.,SAN MIGUEL,"AV. LA MARINA Nº 2789 ESQUINA CON AV. RAFAEL ESCARDO, URB MARANGA",REPSOL,"-12.07781, -77.09321"
20124,87037,0.360244845992544,0.360244845992544,EVA JESUS LINDO ZARATE,ATE,AV. A SUR CALLE 1 Y CALLE 2. RESIDENCIAL VILLA HERMOSA DE HUAYCAN,INDEPENDIENTE,"-12.009103, -76.830862"
87037,20124,0.360244845992544,0.360244845992544,RAUL TORRES QUIQUIA,ATE,"AV. ANDRES AVELINO CACERES ZONA L LOTE 38, 39 Y 40 DEL PUEBLO JOVEN PROYECTO ESPECIAL HUAYCAN",INDEPENDIENTE,"-12.00682, -76.828503"
17881,8698,0.36030362543912586,0.36030362543912586,INVERSIONES MARSUL E.I.R.L.,LOS OLIVOS,AV MARAÑON MZ. A - LT. 1 ESQ. CON CALLE N° 1,INDEPENDIENTE,"-11.972385, -77.073342"
8539,21006,0.3621552581454864,0.3621552581454864,REPSOL COMERCIAL S.A.C.,SAN MIGUEL,AV. LA MARINA N° 2530,REPSOL,"-12.077591, -77.089891"
83926,19942,0.3627108806053432,0.3627108806053432,VIJOGAS S.A.C.,ATE,"AV. SANTA ROSA N 610, ESQUINA JR. LOS SAUCES",INDEPENDIENTE,"-12.068889, -76.980651"
16803,18830,0.3650208903251917,0.3650208903251917,COESTI S.A.,MAGDALENA DEL MAR,AV JAVIER PRADO N° 2504 ESQUINA CALLE FLORA TRISTAN,PRIMAX,"-12.093575, -77.057144"
7316,8506,0.36820968947375154,0.36820968947375154,CORPORACION GASOLIVOS S.A.C.,LOS OLIVOS,AV. ANGELICA GAMARRA DE LEON VELARDE N° 1361,REPSOL,"-12.006656, -77.07628"
8506,7316,0.36820968947375154,0.36820968947375154,KAMAGI CORPORACION DE SERVICIOS GENERALES S.A.C.,LOS OLIVOS,"AV. ANGELICA GAMARRA MZ. B, LTS. 3 Y 4 - URB. EL TREBOL III ETAPA",PRIMAX,"-12.006411, -77.072908"
18429,9537,0.36908565325224213,0.36908565325224213,COESTI S.A.,SAN ISIDRO,AV. PASEO DE LA REPUBLICA Nº 3890 CON AV. ARAMBURU,PRIMAX,"-12.102618, -77.027705"
136355,42387,0.3694240344422344,0.3694240344422344,CENTRAL PARIACHI S.A.C.,ATE,AV. NICOLAS AYLLON (ANTES CARRETERA CENTRAL) PREDIO SEMI RUSTICO PARIACHI PARCELA 10906,INDEPENDIENTE,"-12.002542, -76.845271"
6935,6938,0.3711469556040981,0.3711469556040981,ABA SINGER  & CIA. S.A.C.,JESUS MARIA,AV. MARIATEGUI CUADRA 15,INDEPENDIENTE,"-12.078051, -77.051944"
6938,6935,0.3711469556040981,0.3711469556040981,ABA SINGER & CIA. S.A.C.,JESUS MARIA,AV. HUSARES DE JUNIN ESQ. AV. HUASCAR,INDEPENDIENTE,"-12.079029, -77.048683"
15692,18820,0.3735827758060011,0.3735827758060011,ABA SINGER & CIA. S.A.C.,MIRAFLORES,COMANDANTE ESPINAR CUADRA 8,INDEPENDIENTE,"-12.110938, -77.03682"
18820,15692,0.3735827758060011,0.3735827758060011,REPSOL COMERCIAL S.A.C,MIRAFLORES,AV. COMANDANTE ESPINAR Nº 585 ESQUINA CON LA AV. ANGAMOS,REPSOL,"-12.114301, -77.037133"
7177,9080,0.3762792500168106,0.3762792500168106,LUIS RAPUZZI DE ALBERTIS S.A.C,JESUS MARIA,"AV. EDGARDO REBAGLIATI, ESQUINA CON JR. DOMINGO CUETO CUADRA 3",PRIMAX,"-12.080224, -77.039271"
6840,9021,0.3837846802166025,0.3837846802166025,COESTI S.A.,SAN LUIS,AV. NICOLAS AYLLON N° 1340,PRIMAX,"-12.064176, -76.995447"
9021,6840,0.3837846802166025,0.3837846802166025,OPERADORES DE ESTACIONES S.A.C.,LA VICTORIA,AV. CIRCUNVALACION Nº 1386,PETROPERU,"-12.066831, -76.997716"
35624,83926,0.3872475644083623,0.3872475644083623,ESTACION DE SERVICIO DON JULIAN E.R.I.L.,ATE,AV SANTA ROSA N° 333,INDEPENDIENTE,"-12.065847, -76.978891"
7109,19957,0.3874572453395142,0.3874572453395142,COESTI S.A.,LIMA,"AV. TINGO MARIA N° 1172-1194, ESQ. CON RAUL PORRAS BARRENECHEA",PRIMAX,"-12.059432, -77.058738"
18877,6960,0.39029990712351553,0.39029990712351553,INVERSIONES Y NEGOCIOS YOLANDA E.I.R.L.,SAN MARTIN DE PORRES,AV. ANGELICA GAMARRA MZ. I LT. 11-C  SAN MARTIN DE PORRES,INDEPENDIENTE,"-12.009467, -77.087978"
17870,42769,0.3934329000864907,0.3934329000864907,ESTACION DE SERVICIO MONACO S.R.L. (OPERADOR EXLUSIVO DE C.L. Y GLP),LIMA,AV. NICOLAS DUEÑAS Nº 308 - 310 ESQ. CON AV. ENRIQUE MEIGGS,PECSA,"-12.038727, -77.066331"
18440,92272,0.399130643638001,0.399130643638001,GRIFOS DIANA S.A.C.,LA VICTORIA,"AV. MEXICO 700, ESQUINA CALLE JUAN CASTRO",INDEPENDIENTE,"-12.074673, -77.022215"
6743,8332,0.39924777685564744,0.39924777685564744,COESTI S.A.,LINCE,AV. CESAR CANEVARO Nº 1598,PRIMAX,"-12.085233, -77.048362"
8332,6743,0.39924777685564744,0.39924777685564744,COESTI S.A.,JESUS MARIA,GREGORIO ESCOBEDO ESQ. CON HUIRACOCHA,PRIMAX,"-12.084023, -77.051817"
6873,40353,0.4009176168929526,0.4009176168929526,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,SANTIAGO DE SURCO,"AV. SAN JUAN N° 112, URB. SANTA TERESA",PECSA,"-12.127361, -76.977579"
6996,35251,0.4029765633919513,0.4029765633919513,GASOLINERAS S.A.C.,CHORRILLOS,AV. HUAYLAS 2355,PETROPERU,"-12.18133, -77.012124"
9488,21558,0.40332400747715474,0.40332400747715474,JANEDUS TRADING S.A.C.,BARRANCO,"AV. BOLOGNESI CUADRA 8, ESQ. CON CALLE TIRAVANTI",PRIMAX,"-12.142775, -77.017965"
9462,35624,0.4095606009176565,0.4095606009176565,COESTI S.A.,ATE,AV. NICOLAS AYLLÓN N° 2162,PRIMAX,"-12.063257, -76.981579"
14632,85107,0.41251166704699416,0.41251166704699416,GRIFO SAN IGNACIO S.A.C.,CHORRILLOS,"CALLE CONSTELACIÓN AUSTRAL, MZ. D1, LOTE 10, URBANIZACIÓN PARCELACIÓN LA CAMPIÑA",REPSOL,"-12.174085, -76.989161"
85107,14632,0.41251166704699416,0.41251166704699416,INVERSIONES GASSURCO S.A.C,SANTIAGO DE SURCO,"AV. GUARDIA CIVIL SUR ESQUINA CON CALLE DOÑA MERCEDES, MZ B LOTES 1,2 Y 3",PRIMAX,"-12.171327, -76.991712"
9527,39783,0.4125134419570294,0.4125134419570294,SERVICENTRO CAMINOS DEL INCA S.A.C,PUEBLO LIBRE,AV. LA MARINA NO. 892,PRIMAX,"-12.081477, -77.07069"
82903,19953,0.4157211870728159,0.4157211870728159,INVERSIONES ARICA S.A.C.,LIMA,AV. GRAU N° 1308 ESQ JR. HUANUCO Nª 1101,INDEPENDIENTE,"-12.05787, -77.017118"
15730,18639,0.4169716476708991,0.4169716476708991,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,SURQUILLO,INTERSECCION DE LA AV. ANGAMOS N° 1401 Y LA CALLE SAN LORENZO,PECSA,"-12.112567, -77.016954"
18639,15730,0.4169716476708991,0.4169716476708991,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,SURQUILLO,AV. REPÚBLICA DE PANAMÁ N° 5160,PECSA,"-12.115989, -77.01856"
18882,19983,0.4240264515841342,0.4240264515841342,REPSOL COMERCIAL S.A.C.,INDEPENDENCIA,"AV. TUPAC AMARU, ESQ. AV. TOMAS VALLE",REPSOL,"-12.006916, -77.054385"
19983,18882,0.4240264515841342,0.4240264515841342,REPSOL COMERCIAL S.A.C.,SAN MARTIN DE PORRES,AV. TUPAC AMARU N° 1453,REPSOL,"-12.010642, -77.053471"
9507,9573,0.4300284624255239,0.4300284624255239,REPSOL COMERCIAL S.A.C.,MIRAFLORES,"AV. ROOSEVELT N° 6471, 6475, 6479, 6481, 6483, 6485, 6489, 6491 Y AV. 28 DE JULIO N° 1541",REPSOL,"-12.13009, -77.017658"
9573,9507,0.4300284624255239,0.4300284624255239,SERVICENTRO GERMANICO F.H. S.A.C.,SANTIAGO DE SURCO,AV. REPUBLICA DE PANAMA N° 6901-A ESQ. CON AV. MARISCAL CASTILLA,REPSOL,"-12.133976, -77.017761"
14742,21054,0.43061536982957693,0.43061536982957693,GRIFOS LA TUNA S.A.C.,SANTIAGO DE SURCO,ESQUINA AV. AYACUCHO CON LA AV. PROLONGACION TOMAS MARSANO,REPSOL,"-12.135067, -76.997095"
21054,14742,0.43061536982957693,0.43061536982957693,COESTI S.A.,SANTIAGO DE SURCO,"AV. SANTIAGO DE SURCO N° 3291, ESQUINA CON LOS ALAMOS LOTES 4 Y 5",PRIMAX,"-12.13162, -76.998933"
8519,90316,0.43434661123541135,0.43434661123541135,CORPORACION CAMAJEA S.A.C.,LOS OLIVOS,"INTERSECCION AV. NARANJAL CON CALLE CANTA CALLAO Y CALLE 11 (MZ. P-3, LOTE 1, 2, 71)",PETROPERU,"-11.973902, -77.087142"
90316,8519,0.43434661123541135,0.43434661123541135,COPRINI S.A.C.,SAN MARTIN DE PORRES,"AV. TANTAMAYO CRUCE CON CALLE LLATA, MZ A, LT. 22 Y 23 ¿ URB. SOL DE NARANJAL",PECSA,"-11.969976, -77.087085"
6874,21446,0.4407987538412005,0.4407987538412005,REPSOL COMERCIAL S.A.C.,INDEPENDENCIA,"AV. GERARDO UNGER N° 3689, MZ D LOTE 26, URB. HABILITACIÓN PANAMERICANA NORTE",REPSOL,"-11.989741, -77.057411"
21446,6874,0.4407987538412005,0.4407987538412005,LIMA BANDA S.A.C.,INDEPENDENCIA,AV. CARLOS IZAGUIRRE 220 Z.I. PANAM. NORTE,INDEPENDIENTE,"-11.989416, -77.061445"
19956,7170,0.4464507291479885,0.4464507291479885,COESTI S.A.,LIMA,ESQ. AV. ZORRITOS S/N. CON MIGUEL BAQUERO N° 498,PRIMAX,"-12.050201, -77.04703"
16694,89061,0.4497859187431559,0.4497859187431559,INVERSIONES UCHIYAMA S.R.L. (OPERADOR DE C.L. Y GLP),SAN MIGUEL,AV. LA MAR N° 2382 Y AV. RIVAGÜERO N° 810 URB. PANDO IV ETAPA (ANTES AV. RIVA AGUERO ESQ. CON LA MAR),PECSA,"-12.074275, -77.083492"
21030,19986,0.4498803459308715,0.4498803459308715,EMPRESA DE TRANSPORTES Y SERVICIOS ALMIRANTE MIGUEL GRAU S.A.,SANTA ANITA,"AV. COLECTORA CUADRA 4, MZ. A - 19 LT. 3",PECSA,"-12.043114, -76.959357"
38701,88439,0.4519233902280498,0.4519233902280498,TRANSPORTES LAS VEGAS SA,LOS OLIVOS,AV. ALFREDO MENDIOLA 6200 URB. MOLITALIA (PANAMERICANA NORTE KM. 20),PETROPERU,"-11.956039, -77.068913"
88439,38701,0.4519233902280498,0.4519233902280498,GAZEL PERU S.A.C.,LOS OLIVOS,"AV. ALFREDO MENDIOLA Nº 6585 - 6589 - 6593 - 6597 - 6599, MZ. 2E, LOTE 16 - PARCELACION RESIDENCIAL SANTA LUISA II ETAPA",INDEPENDIENTE,"-11.952194, -77.070315"
19959,40437,0.4552302015484856,0.4552302015484856,ESTACION DE SERVICIOS GRIFO SANTA EULALIA S.R.L.,LOS OLIVOS,AV. 2 DE OCTUBRE MZ. LL-1 LOTES 15 -18,PRIMAX,"-11.948551, -77.080833"
6818,9507,0.455303674301616,0.455303674301616,COMPAÑIA DE PETROLEO SHELL DEL PERU S.A. (COESTI S.A.  ),MIRAFLORES,AV. BENAVIDES ESQUINA CON LA AV. REPUBLICA DE PANAMA,PRIMAX,"-12.126073, -77.018569"
7135,8518,0.45605236007915007,0.45605236007915007,DERK S.A.C.,PUEBLO LIBRE,AV. DEL RIO Nº 110,PRIMAX,"-12.06694, -77.054534"
41310,116829,0.45637259891314663,0.45637259891314663,ESTACION DE SERVICIO VIRGEN DE LAS NIEVES S.A.C. - ESVDN S.A.C.,ATE,AV. CARRETERA CENTRAL KM. 13.5,INDEPENDIENTE,"-12.007858, -76.856747"
9473,16602,0.46321400279254055,0.46321400279254055,REPSOL COMERCIAL S.A.C.,MIRAFLORES,AV. AREQUIPA 5080  ESQ. CON ENRIQUE PALACIOS,REPSOL,"-12.116757, -77.029541"
16602,9473,0.46321400279254055,0.46321400279254055,REPSOL COMERCIAL S.A.C,MIRAFLORES,AV. PASEO DE LA REPUBLICA INTERSECCION CON LA AV. ANGAMOS N° 498,REPSOL,"-12.113814, -77.026514"
6750,19955,0.4679019117170291,0.4679019117170291,SERVICENTRO CORONADO S.A.,LIMA,ESQUINA AV. 28 DE JULIO Y NICOLAS AYLLON S/N,REPSOL,"-12.060805, -77.006455"
18831,6938,0.46985065245301505,0.46985065245301505,ABA SINGER  & CIA. S.A.C.,JESUS MARIA,AV. CUBA CDRA. 12 Y JR. HUASCAR,INDEPENDIENTE,"-12.075106, -77.047029"
6821,7130,0.47292576943510434,0.47292576943510434,SERVICIOS RIGAL S.A.C.,SURQUILLO,AV. PASEO DE LA REPUBLICA N° 4251,PETROPERU,"-12.107672, -77.026267"
7130,6821,0.47292576943510434,0.47292576943510434,REPSOL COMERCIAL S.A.C.,MIRAFLORES,AV. AREQUIPA N°. 4305,REPSOL,"-12.108901, -77.030428"
106767,14665,0.4749521862996945,0.4749521862996945,ESTACION DE SERVICIOS PETRO WORLD S.A.C.,SAN MIGUEL,AV. VENEZUELA ESQUINA CON AV. RIVA AGUERO,INDEPENDIENTE,"-12.061333, -77.082199"
17953,18639,0.4775850989418488,0.4775850989418488,REPSOL COMERCIAL  S.A.C.,MIRAFLORES,AV. ROOSEVELT N° 5672 ESQ. AV. MONSEÑOR ROCA Y BOLOÑA N° 385,REPSOL,"-12.120302, -77.018366"
9247,40353,0.48286785506224833,0.48286785506224833,COESTI S.A.,SANTIAGO DE SURCO,AV. CAMINOS DEL INCA N° 2017 ESQ. CON LA AV. BENAVIDES,PRIMAX,"-12.130102, -76.98177"
18881,18824,0.48475182903046443,0.48475182903046443,ENERGIGAS S.A.C,LIMA,AV. VENEZUELA N° 2180 ESQ. CON EL JR. YUNGAY,INDEPENDIENTE,"-12.056362, -77.062517"
6779,39167,0.48532570419980575,0.48532570419980575,ASESORIA COMERCIAL S.A.,MAGDALENA DEL MAR,"AV. DEL EJERCITO N° 965, 967 Y 973, LOTES 1, 3, 16C, 17 Y 18 DE LA MZ. 68, URB. SAN FELIPE",PRIMAX,"-12.100393, -77.061799"
39167,6779,0.48532570419980575,0.48532570419980575,OPERACIONES & SERVICIOS GENERALES S.A.,MAGDALENA DEL MAR,CIRCUITO DE PLAYAS - PLAYA MARBELLA,PRIMAX,"-12.104006, -77.064328"
8538,16766,0.488916187695177,0.488916187695177,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,MAGDALENA DEL MAR,JR.  SALAVERRY N°478-480,PECSA,"-12.094186, -77.074868"
16586,17861,0.4893817989386925,0.4893817989386925,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,RIMAC,AV. FRANCISCO PIZARRO N°1207,PECSA,"-12.030878, -77.042239"
7128,21558,0.49374120633967766,0.49374120633967766,ATILIO  FERRUCCI PENDOLA,BARRANCO,ESQ. GRAU Y EL SOL S/N.,REPSOL,"-12.139568, -77.022104"
9526,21006,0.499458750823493,0.499458750823493,COESTI S.A.,SAN MIGUEL,AV. LA MARINA N° 3112 ¿ URB. MARANGA CUARTA ETAPA,PRIMAX,"-12.075387, -77.097081"
7124,15730,0.5029922219553069,0.5029922219553069,COESTI S.A.,SURQUILLO,AV. TOMAS MARSANO N° 1008 ESQUINA CON AV. ANGAMOS,PRIMAX,"-12.112792, -77.012339"
16619,6779,0.5063043855989825,0.5063043855989825,INVERSIONES BOREAL S.A.,SAN ISIDRO,AV. AUGUSTO PEREZ ARANIBAR (ANTES AV. DEL EJERCITO) N° 2199 ESQ. AV. SALAVERRY,PRIMAX,"-12.10333, -77.058232"
17867,17947,0.5088596031942977,0.5088596031942977,REPSOL COMERCIAL S.A.C.,LIMA,AV. ARGENTINA Nº 3003 - 3005,REPSOL,"-12.046978, -77.079513"
17947,17867,0.5088596031942977,0.5088596031942977,ESTACION DE SERVICIO NIAGARA S.R.L.,LIMA,"CALLE ELVIRA GARCIA Nº 2790,2794 Y 2796",PECSA,"-12.051275, -77.077845"
86138,8506,0.5101525668162435,0.5101525668162435,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,LOS OLIVOS,"AV. TOMAS VALLE, ESQUINA AV. BETA, SECCION A-1, FUNDO GARAGAY BAJO, SECTOR B",PECSA,"-12.010257, -77.070323"
86387,41310,0.5145894642737956,0.5145894642737956,AHV COMBUSTIBLES S.A.C.,ATE,CARRETERA CENTRAL KM 13.650 GLORIA BAJA,INDEPENDIENTE,"-12.008669, -76.8614"
16600,17867,0.5212710803572801,0.5212710803572801,REPSOL COMERCIAL S.A.C.,LIMA,"AV. UNIVERSITARIA  SUR  N° 546, CON  FRENTE  CALLE  MATERIALES  N° 156",REPSOL,"-12.042814, -77.077272"
6751,19958,0.5277370724960606,0.5277370724960606,REPSOL COMERCIAL S.A.C,JESUS MARIA,AVENIDA GENERAL ALVARES DE ARENALES N° 400,REPSOL,"-12.068787, -77.038198"
