codigo_de_osinergmin,grifo_distancia,distancia,distancia_min,razon_social,distrito,direccion,bandera,coordenadas
18879,15692,0.5314470013766732,0.5314470013766732,REPSOL COMERCIAL S.A.C,SAN ISIDRO,AV.CAMINO REAL N° 1298,REPSOL,"-12.107085, -77.039736"
14693,8101,0.5323812986816395,0.5323812986816395,REPSOL COMERCIAL S.A.C. - ( TIKY TOO ),SAN ISIDRO,AV. JOSE GALVEZ BARRENECHEA Nº 211 ESQUINA CON AV. DEL PARQUE NORTE Nº 590,REPSOL,"-12.092135, -77.013459"
8157,17860,0.5360874645407732,0.5360874645407732,SERVICENTRO UNIVERSAL S.R.LTDA.,SANTA ANITA,AV. APURIMAC ESQ. AV. SANTIAGO DE CHUCO N° 501 - COOPERATIVA UNIVERSAL,PECSA,"-12.042876, -76.970732"
17860,8157,0.5360874645407732,0.5360874645407732,MELVIN TEOBALDO HUMARI EULOGIO,SANTA ANITA,JR. JOSE CARLOS MARIATEGUI 540 URB. UNIVERSAL,PETROPERU,"-12.044053, -76.975508"
62992,14693,0.5388058649064279,0.5388058649064279,SAM GAS S.A.C.,LA VICTORIA,AV. JAVIER PRADO ESTE N° 1593,PETROPERU,"-12.088578, -77.010078"
18821,9539,0.5426396596563774,0.5426396596563774,REPSOL COMERCIAL S.A.C,MIRAFLORES,AV. BENAVIDES N° 2849,REPSOL,"-12.127995, -77.005498"
7302,21557,0.5430397644616852,0.5430397644616852,GRIFOS ESPINOZA S.A.,ATE,AV. NICOLAS AYLLON Nº 4359,PRIMAX,"-12.042581, -76.936065"
6771,7054,0.5471693742643992,0.5471693742643992,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,MIRAFLORES,"JR. ARIAS SCHEREIBER N° 124, ESQ. JOSE SABOGAL",PECSA,"-12.12253, -77.011071"
19987,38667,0.5689058144210604,0.5689058144210604,EMPRESA DE TRANSPORTES Y MULTISERVICIOS JUAN SAMIR Y VANESSA S.R.L.,SANTA ANITA,AV. CULTURA WARI MZ. I LT. 02 COOP. LOS CHANCAS DE ANDAHUAYLAS  (AV. CULTURA WARI ESQ. CON AV. LOS CHANCAS),PETROPERU,"-12.036604, -76.949522"
9128,7158,0.5728357191600177,0.5728357191600177,JAVIER PEDRO CASTRO ARROYO,LA VICTORIA,AV.SAN PABLO N° 651 ESQ. CON CALLE PEDRO DE LA GASCA,INDEPENDIENTE,"-12.067493, -77.009223"
18567,14693,0.5770207148643389,0.5770207148643389,REPSOL COMERCIAL S.A.C.,SAN ISIDRO,JOSE GALVEZ BARRENECHEA Nº 520,REPSOL,"-12.097336, -77.013056"
8069,61656,0.5812060087170423,0.5812060087170423,ESTACION DE SERVICIO SANTA ROSA S.R.L.,SANTA ANITA,AV. SANTA ROSA N° 274,INDEPENDIENTE,"-12.050234, -76.961799"
61656,8069,0.5812060087170423,0.5812060087170423,GASPETROLEO S.A.C.,ATE,"AV. NICOLAS AYLLON, ESQUINA CON AV. LA MOLINA",INDEPENDIENTE,"-12.054919, -76.964215"
6754,106767,0.5849184116507034,0.5849184116507034,GRIFO SAN IGNACIO S.A.C.,SAN MIGUEL,AV. VENEZUELA Nº 4647,REPSOL,"-12.061855, -77.087545"
33179,20982,0.586738398787821,0.586738398787821,GAZEL PERU S.A.C.,LOS OLIVOS,"AV. LAS PALMERAS MZ. A1 LOTES 2-3, ESQUINA CON AV. NARANJAL, URB. PARQUE NARANJAL II ETAPA",INDEPENDIENTE,"-11.978817, -77.072565"
7096,7800,0.5873524813537808,0.5873524813537808,COESTI S.A.,CHORRILLOS,"AV. CAMINOS DEL INCA N° 110-134, SUB LOTE 8-A, MZ. Ñ. URB. SAN JUAN BAUTISTA DE VILLA - PRIMERA ETAPA",PRIMAX,"-12.190336, -77.006286"
7800,7096,0.5873524813537808,0.5873524813537808,REPSOL COMERCIAL S.A.C.,CHORRILLOS,AV PROLONGACION HUAYLAS N° 326,REPSOL,"-12.194219, -77.002605"
9521,16639,0.5970528401810117,0.5970528401810117,COESTI S.A.,ATE,AV. NICOLAS AYLLON S/N. KM. 2.800 ESQ. TOMAS ALVA EDINSON,PRIMAX,"-12.060276, -76.976399"
16639,9521,0.5970528401810117,0.5970528401810117,REPSOL COMERCIAL S.A.C.,ATE,AV. NICOLAS AYLLON N° 2970,REPSOL,"-12.057989, -76.971432"
16725,85669,0.6023365877900679,0.6023365877900679,ESTACION DE SERVICIOS MAYORAZGO S.A.,ATE,AV. PROLOGACION JAVIER PRADO ESQ. CON LA AV. B URB. LOS PORTALES DE JAVIER PRADO,PECSA,"-12.040346, -76.923513"
85669,16725,0.6023365877900679,0.6023365877900679,EPAL NEGOCIOS E.I.R.L.,ATE,"AV. MARCO DE LA PUENTE LLANOS ESQ. CON CALLE 4 MZ. ""E"" LOTE 3B URB. BARBADILLO",PETROPERU,"-12.035968, -76.920224"
21665,7128,0.6099703992367796,0.6099703992367796,COESTI S.A.,MIRAFLORES,ESQ. AV. LA PAZ Y AV. ARMENDARIZ N° 575,PRIMAX,"-12.134922, -77.025122"
7046,35059,0.6195263178872559,0.6195263178872559,CORPORACION BLUE GAS S.A.C.,SANTIAGO DE SURCO,AV. PRIMAVERA Nº 1695 - CENTRO COMERCIAL MONTERRICO,PRIMAX,"-12.109033, -76.970882"
19943,87228,0.6275476729097162,0.6275476729097162,L. DACRUZ SERVIS A & D  S.R.L.,ATE,AV. METROPOLITANA MZ. J LOTE 42 B URB. TILDA,INDEPENDIENTE,"-12.032298, -76.935321"
87228,19943,0.6275476729097162,0.6275476729097162,INYSY S.A.C.,ATE,AV. LOS VIRREYES MZ. B LT. 8A EX FUNDO ZAVALETA,REPSOL,"-12.030063, -76.940618"
15215,21665,0.6283133394701361,0.6283133394701361,REPSOL COMERCIAL S.A.C,MIRAFLORES,AV. 28 DE JULIO N° 904,REPSOL,"-12.12946, -77.023539"
41487,18877,0.6285851149366626,0.6285851149366626,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,SAN MARTIN DE PORRES,"INTERSECCION DE LA AV. UNIVERSITARIA Y AV. ANGELICA GAMARRA (LT. 01-B), URB. SANTO TOMAS DE GARAGAY",PECSA,"-12.006958, -77.082799"
18558,82419,0.6287622462425455,0.6287622462425455,GRIFO SAN IGNACIO S.A.C.,SAN MARTIN DE PORRES,"AV. ALFREDO MENDIOLA S/N, ALTURA KM. 21.5 CARRETERA PANAMERICANA NORTE",REPSOL,"-11.939751, -77.070887"
6785,7109,0.6337765163045312,0.6337765163045312,ASESORIA COMERCIAL S.A.,BREÑA,AV. TINGO MARIA N° 1711,PRIMAX,"-12.064993, -77.060138"
8524,41728,0.6344187429089851,0.6344187429089851,J.A. Y F. INVERSIONES S.R.LTDA.,VILLA EL SALVADOR,AV. MARIANO PASTOR SEV. ESQ. CON LA AV. C. VALLEJO,INDEPENDIENTE,"-12.218477, -76.944975"
41728,8524,0.6344187429089851,0.6344187429089851,GRIFOS ESPINOZA S.A.,VILLA EL SALVADOR,ESQ. AV. MICAELA BASTIDAS Y CALLE 8 MZ I GRUPO 19,INDEPENDIENTE,"-12.213029, -76.943154"
18826,19959,0.6396058305850255,0.6396058305850255,EBORCIO ALDERETE BASUALDO/ GRIFO SAN MARTIN,SAN MARTIN DE PORRES,AV. CANTA CALLAO ESQ. AV. SANTISIMA CRUZ DE SAN DIEGO MZ. V LTS. 2 Y 3,INDEPENDIENTE,"-11.945727, -77.085957"
9356,6750,0.6446616283310537,0.6446616283310537,GRIFO VALERIA  VICTORIA S.A.C.,EL AGUSTINO,AV. JOSE RIVA AGUERO N°  411,PETROPERU,"-12.055252, -77.004659"
86146,138486,0.651870910304193,0.651870910304193,ESTACION DE SERVICIO PURUCHUCO S.A.C.,ATE,"AV. NICOLAS AYLLON N° 4500, URB. LOS PORTALES DE JAVIER PRADO",INDEPENDIENTE,"-12.032706, -76.926896"
138486,86146,0.651870910304193,0.651870910304193,ENERGIGAS S.A.C.,ATE,AV. VICTOR RAUL HAYA DE LA TORRE S/N (KM. 5.6 CARRETERA CENTRAL) ESQUINA CON JR. SANTA MARIA,INDEPENDIENTE,"-12.027946, -76.923367"
34805,121053,0.652143050020334,0.652143050020334,INVERSIONES KENY S.A.C.,VILLA EL SALVADOR,"ESQ. AV. MICAELA BASTIDAS Y MATEO PUMACAHUA  SECTOR I, GRUPO 16 MZ. K, LT. 5 Y 6",INDEPENDIENTE,"-12.191268, -76.956256"
121053,34805,0.652143050020334,0.652143050020334,EMPRESA DE TRANSPORTES E INVERSIONES CLARA VALENCIA S.R.L.,VILLA EL SALVADOR,"SECTOR 1, GRUPO 22, MZ. I, LOTE 01",PRIMAX,"-12.196986, -76.957714"
8154,38192,0.6538268584513471,0.6538268584513471,SERVICENTRO LA ALAMEDA S.A.C.,SAN MARTIN DE PORRES,"AV. CARLOS IZAGUIRRE ESQUINA CON AV. SANTA ROSA MZ. A LOTE 19, URB. LA FLORIDA",PECSA,"-11.990494, -77.097528"
8811,9049,0.6894187047571834,0.6894187047571834,JEVARO S.A.C.,VILLA EL SALVADOR,"AV. 200 MILLAS ESQ. CON AV. MICAELA BASTIDAS, MZ. C5, LOTE 12,GRUPO RESIDENCIAL 31 SECTOR 3",PRIMAX,"-12.230873, -76.933147"
9049,8811,0.6894187047571834,0.6894187047571834,GRUPO REVILLA S.A.C.,VILLA EL SALVADOR,AV. REVOLUCION. ESQ. AV.   TALARA. SECTOR3 GRUPO 12. MZ. N. LOTES 2. 3. 4 Y 5,PECSA,"-12.22625, -76.928898"
7276,18881,0.6913672273295973,0.6913672273295973,ESTACION SANTA MARGHERITA S.A.C.,LIMA,AV. VENEZUELA NRO. 2600,PRIMAX,"-12.0576, -77.068741"
35025,8344,0.7089976635922921,0.7089976635922921,REPRESENTACIONES CASASI  S.A.,SANTIAGO DE SURCO,ESQUINA AV. EL POLO Y AV. RAUL FERRERO (CLUB GOLF LOS INCAS N° 493  MZ. C  LT. 13),INDEPENDIENTE,"-12.093337, -76.967225"
17864,45492,0.7104577528685543,0.7104577528685543,SEGUNDO BELLO RAMIREZ,SAN MARTIN DE PORRES,ESQ. AV. PROLONGACION PACASMAYO Y AV. EL SOL DE NARANJAL. PARCELA II EX-FUNDO EL NARANJAL,REPSOL,"-11.968494, -77.097529"
14754,7124,0.7155692014347389,0.7155692014347389,KEMALU S.A.C.,SURQUILLO,AV. ANGAMOS ESTE 2398 URB. LA CALERA DE LA MERCED,PRIMAX,"-12.112282, -77.005786"
9355,16619,0.7186175737590894,0.7186175737590894,REPSOL COMERCIAL S.A.C.,SAN ISIDRO,AV. GENERAL  PEZET N° 1301,REPSOL,"-12.103456, -77.051632"
34770,21007,0.7266033651318022,0.7266033651318022,REPSOL COMERCIAL S.A.C.,ATE,"ESQ. AV. LOS INGENIEROS Y AV. SEPARADORA INDUSTRIAL N° 2503, MZ. E LOTE 14-2, URB. STA. RAQUEL 2DA. ETAPA",REPSOL,"-12.059816, -76.951354"
6749,19949,0.7275983390550373,0.7275983390550373,GRIFOS ESPINOZA S.A.,INDEPENDENCIA,"AV. ALFREDO MENDIOLA N° 3550, ESQ. AV. PABLO OLAVIDE (PANAMERICANA NORTE KM. 15.2)",PRIMAX,"-11.997183, -77.062482"
19949,6749,0.7275983390550373,0.7275983390550373,GASOCENTRO NORTE S.A.C.,INDEPENDENCIA,AV. GERARDO UNGER N° 3301 ESQ. CON JR. RUFINO MACEDO,PRIMAX,"-11.998113, -77.055868"
8153,43627,0.7346055694533944,0.7346055694533944,ESTACIONES DE SERVICIOS CLE S.A.C,LINCE,"AV. JUAN PARDO DE ZELA N° 845 - 849, ESQ. CON PASAJE SAN ROBERTO",REPSOL,"-12.082378, -77.027693"
7088,8225,0.7392333261339358,0.7392333261339358,INVERSIONES LUMARCO S.A.,ATE,"AV. NICOLAS AYLLON N° 8710-8720, CARRETERA LIMA - CHOSICA, ALT. KM. 11.20 (ANTES CARRETERA CENTRAL KM. 11.5)",PECSA,"-12.014738, -76.884798"
8225,7088,0.7392333261339358,0.7392333261339358,REPSOL COMERCIAL S.A.C.,ATE,"AV. NICOLAS AYLLON N° 7174, URB. PARCELACIÓN LA ESTRELLA",REPSOL,"-12.016966, -76.891198"
7310,16622,0.7441259756222287,0.7441259756222287,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,PUEBLO LIBRE,AV. BOLIVAR N° 1020. ESQ CON AV. GENERAL CORDOVA,PECSA,"-12.071974, -77.0646"
16642,18882,0.7452864227945213,0.7452864227945213,REPSOL COMERCIAL S.A.C.,INDEPENDENCIA,AV. ALFREDO MENDIOLA N° 2000,REPSOL,"-12.006035, -77.06117"
16643,21055,0.7487435769632147,0.7487435769632147,ESTACION DE SERVICIO AVIACION S.A.C.,SAN BORJA,INTERSECCION DE LA AV. SAN BORJA NORTE Y LA AV. AVIACION N° 2680,PECSA,"-12.093893, -77.002982"
21055,16643,0.7487435769632147,0.7487435769632147,ASESORIA COMERCIAL S.A.,SAN BORJA,AV. JAVIER PRADO N° 2520-2530-2540-2550,PRIMAX,"-12.087919, -76.999749"
8063,8132,0.752024083761486,0.752024083761486,COESTI S.A.,SANTIAGO DE SURCO,"AV. JAVIER PRADO ESTE S/N CUADRA 44, URB. FUNDO MONTERRICO CHICO",PRIMAX,"-12.084406, -76.974575"
8132,8063,0.752024083761486,0.752024083761486,INVERSIONES Y COMERCIALIZACION MAKA S.A.,LA MOLINA,AV. JAVIER PRADO ESTE N° 4885  URB. CAMACHO,PRIMAX,"-12.081696, -76.96824"
33657,61570,0.7741906055439927,0.7741906055439927,LUISA ANGELICA TORRES VASQUEZ,ATE,"AV. NICOLAS AYLLON (CARRETERA CENTRAL) KM 12, SUBLOTE A DEL FUNDO SAN JUAN DE PARIACHI",PRIMAX,"-12.012325, -76.87806"
61570,33657,0.7741906055439927,0.7741906055439927,PETRO SAN JUAN REPRESENTANTES Y VENTAS S.A.C.,ATE,AV. NICOLAS AYLLON S/N CARRETERA CENTRAL KM. 13 CP SAN JUAN DE PARIACHI,INDEPENDIENTE,"-12.010369, -76.871234"
82267,21482,0.7773272060040411,0.7773272060040411,SERVICENTRO Y TRANSPORTES  CONTRERAS S.A.C.,SAN MARTIN DE PORRES,"AV. BERTELLO MZ G LOTES 1, 2 Y 3, PROGRAMA DE VIVIENDA SAN REMO III Y LOTES 2 Y 3 DE LA MZ. B DEL PROGRAMA DE VIVIENDA FHILADELFIA IV ETAPA",PRIMAX,"-11.98997, -77.11456"
18818,16645,0.7872874391757739,0.7872874391757739,JLF ASOCIADOS S.A.C,SAN BORJA,"AV. SAN BORJA NORTE N° 1415 Y ESQ. CUADRA N° 8  AV. PASEO EL BOSQUE, URB. RAMÓN CASTILLA",PRIMAX,"-12.09609, -76.9883"
14622,17904,0.8014970968948268,0.8014970968948268,REPSOL COMERCIAL S.A.C,ATE,AV. EVITAMIENTO 1904 MZ B LOTES 1-6 URB. LOS PARQUES DE MONTERRICO,REPSOL,"-12.077185, -76.976001"
8235,16817,0.8051221172251456,0.8051221172251456,SHENANDOA S.A.,SANTIAGO DE SURCO,AV. CAMINOS DEL INCA N° 194  Y CALLE PUNTA PEJERREY,PRIMAX,"-12.113116, -76.99283"
18709,89213,0.8105507601219468,0.8105507601219468,NEGOCIACIONES J.C.A. S.R.L.,ATE,AV. NICOLAS DE PIEROLA ESQ. CON CALLE 20 MZ. K LOTE 8 COOPERATIVA DE VIVIENDA MANYLSA LTDA N° 476,REPSOL,"-12.030913, -76.89205"
9477,18828,0.8127319369050584,0.8127319369050584,SERVICENTRO TACALA S.R.L.,CHORRILLOS,AV.EL SOL S/N ENTRE L.LAURELES/L.NOGALES PBLO JOVEN TACALA,INDEPENDIENTE,"-12.187033, -76.989289"
18828,9477,0.8127319369050584,0.8127319369050584,ESTACION DE SERVICIOS EL SOL SAC.,CHORRILLOS,AV. SAN JUAN MZ. B-1 LT. 01- TUPAC AMARU DE VILLA,PETROPERU,"-12.19195, -76.98374"
9423,18821,0.8204320025443773,0.8204320025443773,COESTI S.A.,SANTIAGO DE SURCO,AV. MARISCAL CASTILLA N° 905,PRIMAX,"-12.135232, -77.007146"
8065,121053,0.8332930607369785,0.8332930607369785,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,VILLA EL SALVADOR,"AV. MATEO PUMACAHUA S/N. MZ. D, LOTE 1",PECSA,"-12.193165, -76.964313"
16774,14725,0.8364775832331242,0.8364775832331242,INVERSIONES PICORP S.A.C.,SAN MARTIN DE PORRES,"AV. JOSE GRANDA N° 3210,  URB. EL ESTABLO",PRIMAX,"-12.024228, -77.079642"
9584,15207,0.84262654883052,0.84262654883052,INMOBILIARIA SOL INVEST PERU S.A.,SAN BORJA,AVIACION Nº 3401,REPSOL,"-12.105377, -77.000802"
34612,8225,0.84567437411127655,0.84567437411127655,EMPRESA DE TRANSPORTES Y SERVICIOS EL SOL DE SANTA CLARA S.A.,ATE,ESQUINA AV. MIGUEL GRAU Y AV. SAN ALFONSO (LOTE 58) - SANTA CLARA,PRIMAX,"-12.022619, -76.88597"
97176,33678,0.8485478097438256,0.8485478097438256,ESTACION DE SERVICIOS & FENIX SUR S.A.C.,VILLA EL SALVADOR,"AA. HH. EDILBERTO RAMOS, GRUPO 01, MZ A LT 2, SUB LOTE 1 4TA ETAPA URB PACHACAMAC",PETROPERU,"-12.253014, -76.928351"
9514,21054,0.8540156141576821,0.8540156141576821,AUTOSERVICIOS SAN ISIDRO S.R.L.,SANTIAGO DE SURCO,AV. BENAVIDES 4295 - URB. HIGUERETA,PRIMAX,"-12.127764, -76.992136"
82208,40975,0.8552385366128225,0.8552385366128225,MERCEDES SOLEDAD MANCO ARROYO DE SANCHEZ,EL AGUSTINO,AV. FERROCARRIL ESQUINO CON 1º DE MAYO,INDEPENDIENTE,"-12.036337, -76.989472"
38158,38701,0.8577482284923078,0.8577482284923078,MULTISERVICIOS SANTA URSULA S.A.C.,LOS OLIVOS,ESQUINA DE LA AV. CENTRAL CON LA AV. HUANDOY MZ. H LT. 12 13 Y 14,PETROPERU,"-11.959078, -77.076158"
14722,19983,0.8767987714408098,0.8767987714408098,GRIFO SERVITOR S.A.,SAN MARTIN DE PORRES,AV. ALFREDO MENDIOLA N° 1395 - URB. LA MILLA,INDEPENDIENTE,"-12.014431, -77.060543"
16744,38701,0.8866493739751237,0.8866493739751237,REPRESENTACIONES  SANFLOR  S.R.L.,LOS OLIVOS,"AV. UNIVERSITARIA Y AV. GERARDO UNGER MZ. A, LOTES 1, 2, 47 Y SUB-LOTE 48 ¿ URB. INDUSTRIAL INFANTAS III ETAPA",REPSOL,"-11.962126, -77.063617"
16804,19989,0.887832808501971,0.887832808501971,SERVICENTRO LOS ROSALES S.A.,SANTIAGO DE SURCO,AV. AYACUCHO Nº 140,PECSA,"-12.142378, -77.001794"
38662,8583,0.9127330893713187,0.9127330893713187,GRIFOS ESPINOZA S.A.,SAN JUAN DE MIRAFLORES,"AUTOPISTA PANAMERICANA SUR KM 18.5, SUB LOTE 29 - A, FUNDO VILLA BAJA",PRIMAX,"-12.21538, -76.977103"
16028,17861,0.9163321220046815,0.9163321220046815,REPSOL COMERCIAL S.A.C.,RIMAC,AV. SAMUEL ALCAZAR N° 801,REPSOL,"-12.026873, -77.033777"
96646,18828,0.9176242610001818,0.9176242610001818,SERVICENTRO LA INMACULADA EIRL,CHORRILLOS,AV. CORDILLERA NEGRA-VOLCAN COROPUNA MZ. E-13 LT.5 LAS DELICIAS DE VILLA,PRIMAX,"-12.199256, -76.987733"
9577,14682,0.9326815893645345,0.9326815893645345,REPSOL COMERCIAL S.A.C.,LA MOLINA,AV. LA MOLINA N° 1310 (EX AV. LA UNIVERSIDAD N° 210),REPSOL,"-12.075642, -76.955215"
9632,83004,0.9365967579282879,0.9365967579282879,SEGUNDO BELLO RAMIREZ,LOS OLIVOS,"ESQ. AV. CANTA CALLAO CON AV. LA CORDIALIDAD. MZ. A-5 LT. 17, URB. PRO-2DA ETAPA",REPSOL,"-11.936069, -77.082058"
82148,83729,0.9432913386995297,0.9432913386995297,INVERSIONES Y SERVICIOS JULIO III S.A.C.,SAN MARTIN DE PORRES,"INTERSECCION AV. CENTRAL Y AV. LAS TORRES MZ.C, LOTES 8, 9, 10 Y 11, ASOC. DE VIVIENDA. SANTA MARIA DE NARANJAL.",INDEPENDIENTE,"-11.956095, -77.087814"
8267,82148,0.9478665086135071,0.9478665086135071,CONSORCIO ENERGY PERU E.I.R.L.,SAN MARTIN DE PORRES,AV. SAN DIEGO Nº 1000 Y CALLE SANTA MARIA,REPSOL,"-11.950148, -77.094079"
128675,14722,0.9743662999845626,0.9743662999845626,DELTA CHOCAS E.I.R.L.,SAN MARTIN DE PORRES,ALFREDO MENDIOLA 700 - 704 URB. PALAO,PETROPERU,"-12.023033, -77.058619"
18819,6751,0.9976860497186881,0.9976860497186881,REPSOL COMERCIAL S.A.C.,LA VICTORIA,AV. PASEO DE LA REPUBLICA N° 301,REPSOL,"-12.060288, -77.035132"
6837,34770,0.9986212786715596,0.9986212786715596,ORGANIZACION FUTURO S.A.C,LA MOLINA,AV. JAVIER PRADO ESTE N° 6651 URB. SANTA PATRICIA - III ETAPA,PECSA,"-12.067539, -76.946605"
9536,16028,1.0141312143335521,1.0141312143335521,RAMPOIL S.A.C.,RIMAC,"CALLE DOMINGO ANGULO N° 131, EX. ALAMEDA DE LOS BOBOS, LT. 01 MZ. B, ESQUINA LA HUERTA",INDEPENDIENTE,"-12.032758, -77.026636"
16772,16725,1.0213193338206232,1.0213193338206232,INVERSIONES LECAP S.A.C.,ATE,"ESQUINA AV. A CON CALLE 1, MZ. B. LOTES 12, 13 Y 14",INDEPENDIENTE,"-12.044054, -76.914923"
18878,18550,1.0340696017417976,1.0340696017417976,SERVICIO AUTOMOTRIZ SAN LUIS S.A.,CHORRILLOS,"AV. ALAMEDA LOS HORIZONTES N° 1070, URB. LOS CEDROS",PRIMAX,"-12.205946, -77.010956"
36832,82903,1.0529663034600683,1.0529663034600683,VAL TRADING S.A.C.,LIMA,AV. SEBASTIAN LORENTE N° 698,PETROPERU,"-12.04923, -77.01306"
86030,82159,1.055251738389821,1.055251738389821,ESTACION DE SERVICIOS YAOMA E.I.R.L.,ATE,"AV. 15 JULIO S/N. LOTES 10, 17 Y 18 ZONA K, PUEBLO JOVEN PROYECTO ESPECIAL HUAYCAN",INDEPENDIENTE,"-12.020364, -76.825781"
40731,18666,1.0801136585141882,1.0801136585141882,H & P INGENIERÍA LÍQUIDA S.A.C.,SAN MARTIN DE PORRES,"AV. LOS DOMINICOS MZ. U, LT.18 - URBANIZACIÓN LOS CIPRESES",INDEPENDIENTE,"-11.999823, -77.102574"
16638,36832,1.1190442766320623,1.1190442766320623,REPSOL COMERCIAL S.A.C.,RIMAC,"AV. 09 DE OCTUBRE Nº 508 (AV. CIRCUNVALACION KM. 6.5), PIEDRA LIZA",REPSOL,"-12.039601, -77.01621"
7569,16586,1.1615170378202604,1.1615170378202604,GRIFO CONTROL S.A.C.,SAN MARTIN DE PORRES,AV. ZARUMILLA N° 810. URB. ZARUMILLA,PRIMAX,"-12.033534, -77.052559"
18555,34770,1.244288158282783,1.244288158282783,REPSOL COMERCIAL S.A.C.,ATE,"AV. SEPARADORA INDUSTRIAL N° 3085, MZ. N, LOTES 7 AL 17, URB. MAYORAZGO",REPSOL,"-12.053462, -76.941924"
18866,8065,1.2947143323189356,1.2947143323189356,REPSOL COMERCIAL S.A.C (operador exclusivo de CL),SAN JUAN DE MIRAFLORES,CARRETERA PANAMERICANA SUR KM. 17 AA.HH. LAS BRISAS,REPSOL,"-12.199824, -76.974097"
37548,18533,1.3473074941660932,1.3473074941660932,IBIZA INVERSIONES GENERALES S.R.L.,INDEPENDENCIA,"AV. JOSE GABRIEL CONDORCANQUI N° 1101-1103,  URB. TUPAC AMARU",PRIMAX,"-11.97144, -77.042211"
19977,6780,1.4185192006634924,1.4185192006634924,YAVA S.A.C.,SANTIAGO DE SURCO,AV. JUAN PABLO II N° 1294-1298,PETROPERU,"-12.070376, -77.109738"
38208,16641,1.586913775304836,1.586913775304836,INVERSIONES SATELITE S.A.C.,SAN JUAN DE MIRAFLORES,AV. PEDRO MIOTTA N° 800-810 Y AV. BELISARIO SUAREZ,REPSOL,"-12.160823, -76.979223"
38507,16641,1.6749390078344821,1.6749390078344821,ESTACION PACHACUTEC S.A.C.,SAN JUAN DE MIRAFLORES,AV. DEFENSORES DE LIMA Y JR. TORRES PAZ PAMPLONA BAJA,PRIMAX,"-12.146804, -76.970719"
7026,38507,1.8478972929818125,1.8478972929818125,GRIFO CRISTO SALVADOR S.A.C.,SAN JUAN DE MIRAFLORES,"AV. LOS HEROES N° 1366 -1372, URB. JARDIN",PETROPERU,"-12.158918, -76.959029"
9583,8811,1.9299302142185915,1.9299302142185915,S. RODRIGUEZ BANDA S.A.C.,VILLA EL SALVADOR,CARRETERA PANAMERICANA SUR KM 23.5,PETROPERU,"-12.241265, -76.947394"
16618,41728,2.2171495802849783,2.2171495802849783,PACHACUTEC INVERSIONES GENERALES S.R.L.,VILLA EL SALVADOR,ESQUINA AV. PACHACUTEC Y AV. EL SOL MZ. E  LT. 1 PARQUE INDUSTRIAL,PRIMAX,"-12.194924, -76.934415"
7181,9364,3.886035127335948,3.886035127335948,GRIFOS ESPINOZA S.A.,LA MOLINA,"AV. LA MOLINA ESTE N° 1595, URB. EL SOL DE LA MOLINA",PRIMAX,"-12.085928, -76.901805"
7563,37548,5.8368643971343275,5.8368643971343275,ELENA JULIA SALAZAR DE LA CRUZ,ATE,"LOS PORTALES DE JAVIER PRADO 1RA. ETAPA MZ ""G"" LT. 1 Y 2",INDEPENDIENTE,"-11.943034, -76.997051"
